"fecha","id_station","prob"
"2014-08-19 10:00:00","ES1396A",0.00118912181251276
"2014-08-19 11:00:00","ES1396A",0.00116641405590246
"2014-08-19 12:00:00","ES1396A",0.00117905038945765
"2014-08-19 13:00:00","ES1396A",0.00136910307789828
"2014-08-19 14:00:00","ES1396A",0.0017242434607056
"2014-08-19 15:00:00","ES1396A",0.00209472795616582
"2014-08-19 16:00:00","ES1396A",0.00215458026116022
"2014-08-19 17:00:00","ES1396A",0.00186564870013076
"2014-08-19 18:00:00","ES1396A",0.00103659678472688
"2014-08-19 19:00:00","ES1396A",0.00157684411472253
"2014-08-19 20:00:00","ES1396A",0.000683693176126242
"2014-08-19 21:00:00","ES1396A",0.000525428328476919
"2014-08-19 22:00:00","ES1396A",0.000589618832840898
"2014-08-19 23:00:00","ES1396A",0.000951769026299231
"2014-08-20 00:00:00","ES1396A",0.00115236088617034
"2014-08-20 01:00:00","ES1396A",0.00128688957631523
"2014-08-19 02:00:00","ES1438A",0.0173538595307719
"2014-08-19 03:00:00","ES1438A",0.013490751270733
"2014-08-19 04:00:00","ES1438A",0.0187633711234916
"2014-08-19 05:00:00","ES1438A",0.0179972373939792
"2014-08-19 06:00:00","ES1438A",0.024811816488848
"2014-08-19 07:00:00","ES1438A",0.0211580529757651
"2014-08-19 08:00:00","ES1438A",0.0165052214470287
"2014-08-19 09:00:00","ES1438A",0.0125722019025586
"2014-08-19 10:00:00","ES1438A",0.0172933390851975
"2014-08-19 11:00:00","ES1438A",0.0180914253709685
"2014-08-19 12:00:00","ES1438A",0.0178935440037997
"2014-08-19 13:00:00","ES1438A",0.0211728480658399
"2014-08-19 14:00:00","ES1438A",0.0164595723923964
"2014-08-19 15:00:00","ES1438A",0.0303842844420698
"2014-08-19 16:00:00","ES1438A",0.0180760759252216
"2014-08-19 17:00:00","ES1438A",0.0172609107659608
"2014-08-19 18:00:00","ES1438A",0.0101674409757783
"2014-08-19 19:00:00","ES1438A",0.0144350654026288
"2014-08-19 20:00:00","ES1438A",0.00824675377752082
"2014-08-19 21:00:00","ES1438A",0.0051769885292337
"2014-08-19 22:00:00","ES1438A",0.00437531125297298
"2014-08-19 23:00:00","ES1438A",0.00448128321770513
"2014-08-20 00:00:00","ES1438A",0.00823497169994271
"2014-08-20 01:00:00","ES1438A",0.0115464964973612
"2014-08-19 02:00:00","ES1480A",0.0241512076041098
"2014-08-19 03:00:00","ES1480A",0.0227435305131382
"2014-08-19 04:00:00","ES1480A",0.0213897922834049
"2014-08-19 05:00:00","ES1480A",0.0215912705757226
"2014-08-19 06:00:00","ES1480A",0.0253930062316014
"2014-08-19 07:00:00","ES1480A",0.0176960007725305
"2014-08-19 08:00:00","ES1480A",0.0156859052995891
"2014-08-19 09:00:00","ES1480A",0.00985764710069864
"2014-08-19 10:00:00","ES1480A",0.0135538962791998
"2014-08-19 11:00:00","ES1480A",0.0124599101531954
"2014-08-19 12:00:00","ES1480A",0.0201245544494622
"2014-08-19 13:00:00","ES1480A",0.028718333066248
"2014-08-19 14:00:00","ES1480A",0.0141795718756992
"2014-08-19 15:00:00","ES1480A",0.0337581235146306
"2014-08-19 16:00:00","ES1480A",0.01808145611161
"2014-08-19 17:00:00","ES1480A",0.024230041191174
"2014-08-19 18:00:00","ES1480A",0.0221416776864715
"2014-08-19 19:00:00","ES1480A",0.0136973485898699
"2014-08-19 20:00:00","ES1480A",0.00898778000315256
"2014-08-19 21:00:00","ES1480A",0.00523549572176346
"2014-08-19 22:00:00","ES1480A",0.00492929529820147
"2014-08-19 23:00:00","ES1480A",0.00510414154310832
"2014-08-20 00:00:00","ES1480A",0.00793610345531161
"2014-08-20 01:00:00","ES1480A",0.0119498366105814
"2014-08-19 02:00:00","ES1679A",0.00371833759233548
"2014-08-19 03:00:00","ES1679A",0.00402371130082201
"2014-08-19 04:00:00","ES1679A",0.00420201228498501
