"fecha","id_station","pred_no2_2"
"2014-08-19 03:00:00","ES1396A",17.2819117047053
"2014-08-19 04:00:00","ES1396A",17.3706886730075
"2014-08-19 05:00:00","ES1396A",19.0269612111951
"2014-08-19 06:00:00","ES1396A",30.1665712392726
"2014-08-19 07:00:00","ES1396A",35.319557260714
"2014-08-19 08:00:00","ES1396A",26.3191619252546
"2014-08-19 09:00:00","ES1396A",19.4757953741195
"2014-08-19 10:00:00","ES1396A",19.646906525076
"2014-08-19 11:00:00","ES1396A",14.107017545592
"2014-08-19 12:00:00","ES1396A",10.9869664858283
"2014-08-19 13:00:00","ES1396A",10.2256973255799
"2014-08-19 14:00:00","ES1396A",11.8978870321338
"2014-08-19 15:00:00","ES1396A",15.9551678307639
"2014-08-19 16:00:00","ES1396A",19.6505379182472
"2014-08-19 17:00:00","ES1396A",23.7750156614778
"2014-08-19 18:00:00","ES1396A",21.0510098621457
"2014-08-19 19:00:00","ES1396A",34.1954757660999
"2014-08-19 20:00:00","ES1396A",21.1110876135073
"2014-08-19 21:00:00","ES1396A",14.5084446460269
"2014-08-19 22:00:00","ES1396A",11.5192866482139
"2014-08-19 23:00:00","ES1396A",16.790053234421
"2014-08-20 00:00:00","ES1396A",8.47169831888545
"2014-08-20 01:00:00","ES1396A",4.1097530833708
"2014-08-19 02:00:00","ES1438A",31.8735242194719
"2014-08-19 03:00:00","ES1438A",23.2079244376885
"2014-08-19 04:00:00","ES1438A",28.9130359789996
"2014-08-19 05:00:00","ES1438A",31.3357808843965
"2014-08-19 06:00:00","ES1438A",47.2491077580594
"2014-08-19 07:00:00","ES1438A",54.9525388836724
"2014-08-19 08:00:00","ES1438A",54.6209792304808
"2014-08-19 09:00:00","ES1438A",46.4956959474707
"2014-08-19 10:00:00","ES1438A",44.492903998071
"2014-08-19 11:00:00","ES1438A",39.9077583877042
"2014-08-19 12:00:00","ES1438A",36.6621933266686
"2014-08-19 13:00:00","ES1438A",36.026438167692
"2014-08-19 14:00:00","ES1438A",29.2370995339394
"2014-08-19 15:00:00","ES1438A",41.7312243523473
"2014-08-19 16:00:00","ES1438A",33.0565589032632
"2014-08-19 17:00:00","ES1438A",39.0468027241455
"2014-08-19 18:00:00","ES1438A",38.9493873891993
"2014-08-19 19:00:00","ES1438A",51.1391099240365
"2014-08-19 20:00:00","ES1438A",43.0928549791512
"2014-08-19 21:00:00","ES1438A",32.4068221730805
"2014-08-19 22:00:00","ES1438A",26.6295794281306
"2014-08-19 23:00:00","ES1438A",24.0607396999151
"2014-08-20 00:00:00","ES1438A",22.255929660575
"2014-08-20 01:00:00","ES1438A",21.5060746053371
"2014-08-19 02:00:00","ES1480A",35.4187601597885
"2014-08-19 03:00:00","ES1480A",30.7737932159594
"2014-08-19 04:00:00","ES1480A",27.2184793501227
"2014-08-19 05:00:00","ES1480A",32.2678147199056
"2014-08-19 06:00:00","ES1480A",44.9269811228233
"2014-08-19 07:00:00","ES1480A",49.1252237751477
"2014-08-19 08:00:00","ES1480A",50.7031508601902
"2014-08-19 09:00:00","ES1480A",38.5572347392258
"2014-08-19 10:00:00","ES1480A",37.7108455204293
"2014-08-19 11:00:00","ES1480A",31.7944145371299
"2014-08-19 12:00:00","ES1480A",37.2176851583622
"2014-08-19 13:00:00","ES1480A",41.7589655679431
"2014-08-19 14:00:00","ES1480A",25.3326595232272
"2014-08-19 15:00:00","ES1480A",42.2239591834049
"2014-08-19 16:00:00","ES1480A",31.7653209973585
"2014-08-19 17:00:00","ES1480A",44.3893997610028
"2014-08-19 18:00:00","ES1480A",52.0688337398433
"2014-08-19 19:00:00","ES1480A",48.3776842843491
"2014-08-19 20:00:00","ES1480A",43.460075808937
"2014-08-19 21:00:00","ES1480A",31.1783412678117
"2014-08-19 22:00:00","ES1480A",27.1850712598242
"2014-08-19 23:00:00","ES1480A",24.6789885322445
"2014-08-20 00:00:00","ES1480A",20.0982377982576
"2014-08-20 01:00:00","ES1480A",19.246704970737
"2014-08-19 02:00:00","ES1679A",23.7486985134463
"2014-08-19 03:00:00","ES1679A",21.6541766737888
"2014-08-19 04:00:00","ES1679A",21.6174396408192
"2014-08-19 05:00:00","ES1679A",30.4723601274919
"2014-08-19 06:00:00","ES1679A",38.344421325246
"2014-08-19 07:00:00","ES1679A",49.7680886452122
"2014-08-19 08:00:00","ES1679A",49.5620429932924
