"fecha","id_station","prob"
"2015-01-01 00:00:00","ES0691A",0.139408233966952
"2015-01-01 00:00:00","ES1396A",0.0636573605655212
"2015-01-01 00:00:00","ES1438A",0.243897319268268
"2015-01-01 00:00:00","ES1480A",0.383513199894232
"2015-01-01 00:00:00","ES1679A",0.200880755906882
"2015-01-01 00:00:00","ES1856A",0.050841778078381
"2015-01-01 00:00:00","ES1992A",0.0849062158592616
"2015-01-01 01:00:00","ES0691A",0.112123090333897
"2015-01-01 02:00:00","ES0691A",0.111109712472036
"2015-01-01 03:00:00","ES0691A",0.127412560812239
"2015-01-01 04:00:00","ES0691A",0.129591495975341
"2015-01-01 05:00:00","ES0691A",0.121316771260095
"2015-01-01 06:00:00","ES0691A",0.104434190370534
"2015-01-01 07:00:00","ES0691A",0.0336353273293218
"2015-01-01 08:00:00","ES0691A",0.0107954477719511
"2015-01-01 09:00:00","ES0691A",0.0105330908668072
"2015-01-01 10:00:00","ES0691A",0.0243489114109384
"2015-01-01 11:00:00","ES0691A",0.0320916814726417
"2015-01-01 12:00:00","ES0691A",0.031055944271914
"2015-01-01 13:00:00","ES0691A",0.0259024816774274
"2015-01-01 14:00:00","ES0691A",0.0485395948270383
"2015-01-01 15:00:00","ES0691A",0.0500121906736369
"2015-01-01 16:00:00","ES0691A",0.0388456063458709
"2015-01-01 17:00:00","ES0691A",0.0339359544470193
"2015-01-01 18:00:00","ES0691A",0.0487385826013674
"2015-01-01 19:00:00","ES0691A",0.0975703157555264
"2015-01-01 20:00:00","ES0691A",0.160402286041509
"2015-01-01 21:00:00","ES0691A",0.222660872840659
"2015-01-01 22:00:00","ES0691A",0.14622908668999
"2015-01-01 23:00:00","ES0691A",0.133442709328823
"2015-01-02 00:00:00","ES0691A",0.176298098107366
"2015-01-01 01:00:00","ES1396A",0.0678196701064122
"2015-01-01 02:00:00","ES1396A",0.131844886157132
"2015-01-01 03:00:00","ES1396A",0.145136635928174
"2015-01-01 04:00:00","ES1396A",0.110329292486539
"2015-01-01 05:00:00","ES1396A",0.0790551846272711
"2015-01-01 06:00:00","ES1396A",0.0383950312994929
"2015-01-01 07:00:00","ES1396A",0.0244328148485589
"2015-01-01 08:00:00","ES1396A",0.0152670743195332
"2015-01-01 09:00:00","ES1396A",0.0153891892883515
"2015-01-01 10:00:00","ES1396A",0.0199331844491824
"2015-01-01 11:00:00","ES1396A",0.0275758832422974
"2015-01-01 12:00:00","ES1396A",0.0226974431144886
"2015-01-01 13:00:00","ES1396A",0.0280038577592359
